Genome_Id final names,Functional_group,Domain,Taxa_Super_Groups,Best_taxonomy_KINGDON,Best_taxonomy_PHYLUM,Best_taxonomy_CLASS
TARA_PSE_93_MAG_00121,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PSE_93_MAG_00141,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Sister_Pycnococcus
TARA_PSE_93_MAG_00171,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_PSE_93_MAG_00182,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PSE_93_MAG_00188,Group_04,Eukarya,Amoebozoa,Chromista,NA,NA
TARA_PSE_93_MAG_00199,Group_04,Eukarya,Opisthokonta,Fungi,Ascomycota,Ascomycetes
TARA_PSE_93_MAG_00200,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PSE_93_MAG_00201,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PSE_93_MAG_00202,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00203,Group_06,Eukarya,Haptista,Chromista,Haptophyta,NA
TARA_PSE_93_MAG_00207,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_PSE_93_MAG_00209,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00212,Group_05,Eukarya,Cryptista,Chromista,Sister_Cryptophyta,Sister_Cryptophyta
TARA_PSE_93_MAG_00213,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Bacillariophyceae
TARA_PSE_93_MAG_00214,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_PSE_93_MAG_00215,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,NA
TARA_PSE_93_MAG_00216,Group_05,Eukarya,Stramenopiles,Chromista,Bigyra,Bikosea
TARA_PSE_93_MAG_00217,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00218,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSE_93_MAG_00219,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSE_93_MAG_00220,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PSE_93_MAG_00221,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00222,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSE_93_MAG_00223,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00224,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSE_93_MAG_00226,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSE_93_MAG_00227,Group_05,Eukarya,Cryptista,Chromista,Sister_Cryptophyta,Sister_Cryptophyta
TARA_PSE_93_MAG_00228,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Sister_Pycnococcus
TARA_PSE_93_MAG_00229,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSE_93_MAG_00230,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00231,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00232,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00233,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00234,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00235,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSE_93_MAG_00236,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PSE_93_MAG_00237,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00238,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00239,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00240,Group_05,Eukarya,Opisthokonta,Protozoa,Choanozoa,Choanoflagellatea
TARA_PSE_93_MAG_00241,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_PSE_93_MAG_00242,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,NA
TARA_PSE_93_MAG_00243,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00244,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00245,Group_06,Eukarya,Haptista,Chromista,Haptophyta,NA
TARA_PSE_93_MAG_00246,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00247,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00248,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSE_93_MAG_00249,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00250,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00251,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00252,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00253,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_PSE_93_MAG_00254,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00255,Group_05,Eukarya,Stramenopiles,Chromista,Bigyra,Bikosea
TARA_PSE_93_MAG_00256,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00257,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSE_93_MAG_00258,Group_04,Eukarya,Alveolata,Chromista,Myzozoa,Myzozoa
TARA_PSE_93_MAG_00259,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00260,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00261,Group_02,Eukarya,Alveolata,Chromista,Ciliophora,NA
TARA_PSE_93_MAG_00262,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSE_93_MAG_00263,Group_02,Eukarya,Alveolata,Chromista,Ciliophora,Oligotrichea
TARA_PSE_93_MAG_00265,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Crustacea
TARA_PSE_93_MAG_00267,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSE_93_MAG_00268,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_2018_MAG_00136,Group_06,Eukarya,Haptista,Chromista,Haptophyta,NA
TARA_PSW_86_MAG_00075,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_PSW_86_MAG_00105,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_PSW_86_MAG_00106,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_PSW_86_MAG_00160,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PSW_86_MAG_00208,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Sister_Pycnococcus
TARA_PSW_86_MAG_00222,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Bacillariophyceae
TARA_PSW_86_MAG_00236,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Bacillariophyceae
TARA_PSW_86_MAG_00253,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Palmophyllophyceae
TARA_PSW_86_MAG_00256,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_PSW_86_MAG_00257,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Pelagophyceae
TARA_PSW_86_MAG_00260,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PSW_86_MAG_00261,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_PSW_86_MAG_00262,Group_06,Eukarya,Cryptista,Chromista,Cryptophyta,Cryptophyceae
TARA_PSW_86_MAG_00266,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00267,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,NA
TARA_PSW_86_MAG_00268,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00270,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Sister_Pycnococcus
TARA_PSW_86_MAG_00272,Group_06,Eukarya,Haptista,Chromista,Haptophyta,NA
TARA_PSW_86_MAG_00274,Group_04,Eukarya,Amoebozoa,Chromista,NA,NA
TARA_PSW_86_MAG_00275,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00276,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_PSW_86_MAG_00279,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00280,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00281,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Bacillariophyceae
TARA_PSW_86_MAG_00283,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00284,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00285,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00286,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00287,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00288,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00289,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_PSW_86_MAG_00291,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSW_86_MAG_00292,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00294,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00295,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_PSW_86_MAG_00297,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00298,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00299,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00300,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00301,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00302,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00303,Group_06,Eukarya,Cryptista,Chromista,Cryptophyta,Cryptophyceae
TARA_PSW_86_MAG_00304,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00305,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00306,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSW_86_MAG_00307,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSW_86_MAG_00308,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSW_86_MAG_00309,Group_01,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_PSW_86_MAG_00310,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00311,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00312,Group_01,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_PSW_86_MAG_00313,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSW_86_MAG_00314,Group_05,Eukarya,Cryptista,Chromista,Sister_Cryptophyta,Sister_Cryptophyta
TARA_PSW_86_MAG_00315,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSW_86_MAG_00316,Group_04,Eukarya,Alveolata,Chromista,Myzozoa,Myzozoa
TARA_PSW_86_MAG_00317,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00318,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PSW_86_MAG_00319,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PSW_86_MAG_00320,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00007,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_RED_19_MAG_00041,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00042,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_RED_19_MAG_00043,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Pyramimonadophyceae
TARA_RED_19_MAG_00044,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00045,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00046,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00047,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00048,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00049,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00050,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00051,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00052,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00053,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00054,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00055,Outlier,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00056,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00057,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00058,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_19_MAG_00059,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_RED_2018_MAG_00112,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_SOC_28_MAG_00031,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Bacillariophyceae
TARA_SOC_28_MAG_00037,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_SOC_28_MAG_00048,Group_05,Eukarya,Stramenopiles,Chromista,MAST-4,New_MAST-4
TARA_SOC_28_MAG_00049,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_SOC_28_MAG_00050,Group_05,Eukarya,Stramenopiles,Chromista,Bigyra,Bikosea
TARA_SOC_28_MAG_00051,Group_05,Eukarya,Stramenopiles,Chromista,MAST-4,New_MAST-4
TARA_SOC_28_MAG_00052,Group_05,Eukarya,Stramenopiles,Chromista,MAST-4,New_MAST-4
TARA_SOC_28_MAG_00053,Group_05,Eukarya,Stramenopiles,Chromista,Heterokontophyta,Oomycota
TARA_SOC_28_MAG_00054,Group_05,Eukarya,Opisthokonta,Protozoa,Choanozoa,Choanoflagellatea
TARA_SOC_28_MAG_00055,Group_05,Eukarya,Amoebozoa,Chromista,NA,NA
TARA_SOC_28_MAG_00056,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_SOC_28_MAG_00057,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_SOC_28_MAG_00058,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_SOC_28_MAG_00059,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_SOC_28_MAG_00060,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_SOC_28_MAG_00061,Group_05,Eukarya,Stramenopiles,Chromista,New_Stramenopiles,New_Stramenopiles
TARA_SOC_28_MAG_00062,Group_05,Eukarya,Opisthokonta,Protozoa,Choanozoa,Choanoflagellatea
TARA_SOC_28_MAG_00063,Group_05,Eukarya,Stramenopiles,Chromista,Sister_MAST-4,Sister_MAST-4
TARA_SOC_28_MAG_00064,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_SOC_28_MAG_00065,Group_05,Eukarya,Cryptista,Chromista,Sister_Cryptophyta,Sister_Cryptophyta
TARA_SOC_28_MAG_00066,Group_02,Eukarya,Alveolata,Chromista,Ciliophora,Colpodea
